crs,station_name,recovery,predicted_recovery,excess_vs_predicted_pct,baseline_ee_2019,season_share_2024,exposure_kgx,main_od
MPT,Morpeth,1.2290682111596727,1.0963812100662311,12.10226879804206,506574.0,0.040371723090068645,0.0,Newcastle
NCL,Newcastle,1.196608182145719,1.0698566434444103,11.847525505214552,8815096.0,0.0344126438063081,1.0,London Kings Cross
EDB,Edinburgh,0.9855991381711241,0.9167283173272613,7.51267518872516,23087646.0,0.035287726337634835,0.0,Glasgow Queen Street
SVG,Stevenage,1.0091583826175452,1.0126490493465432,-0.3447064638287589,4634006.0,0.10681829748488489,1.0,London Kings Cross
